timestamp_utc,lat,lng,down
2025-08-01T16:05:00.583345+00:00,0.0,-4.2980537007371085e-09,0.0
2025-08-01T16:05:03.785705+00:00,0.0,-4.2980537007371085e-09,0.0
2025-08-01T16:05:06.867309+00:00,0.0,-4.2980537007371085e-09,0.0
2025-08-01T16:05:09.959537+00:00,0.0,-4.2980537007371085e-09,0.0
2025-08-01T16:05:13.119503+00:00,0.0,-4.2980537007371085e-09,0.0
2025-08-01T16:05:16.301377+00:00,0.0,-4.2980537007371085e-09,0.0
2025-08-01T16:05:19.505770+00:00,0.0,-4.2980537007371085e-09,0.0
2025-08-01T16:05:22.674266+00:00,0.0,-4.2980537007371085e-09,0.0
2025-08-01T16:05:25.846367+00:00,0.0,-4.2980537007371085e-09,0.0
2025-08-01T16:05:29.045896+00:00,0.0,-4.2980537007371085e-09,0.0
2025-08-01T16:05:32.206438+00:00,0.0,-4.2980537007371085e-09,0.0
2025-08-01T16:05:33.405290+00:00,0.0,-4.2980537007371085e-09,0.0
2025-08-01T16:05:36.505949+00:00,0.0,-4.2980537007371085e-09,0.0
2025-08-01T16:05:39.689047+00:00,0.0,-4.2980537007371085e-09,0.0
2025-08-01T16:05:42.976647+00:00,0.0,-4.2980537007371085e-09,0.0
2025-08-01T16:05:45.973029+00:00,0.0,-4.2980537007371085e-09,0.0
2025-08-01T16:05:49.145712+00:00,0.0,-4.2980537007371085e-09,0.0
2025-08-01T16:05:52.287446+00:00,0.0,-4.2980537007371085e-09,0.0
2025-08-01T16:05:55.499841+00:00,0.0,-4.2980537007371085e-09,0.0
2025-08-01T16:05:58.646947+00:00,0.0,-4.2980537007371085e-09,0.0
2025-08-01T16:06:01.859716+00:00,0.0,-4.2980537007371085e-09,0.0
2025-08-01T16:06:04.911687+00:00,0.0,-4.2980537007371085e-09,0.0
2025-08-01T16:06:08.133689+00:00,0.0,-4.2980537007371085e-09,0.0
2025-08-01T16:06:11.191038+00:00,0.0,-4.2980537007371085e-09,0.0
2025-08-01T16:06:14.358977+00:00,0.0,-4.2980537007371085e-09,0.0
2025-08-01T16:06:17.560794+00:00,0.0,-4.2980537007371085e-09,0.0
2025-08-01T16:06:20.736458+00:00,0.0,-4.2980537007371085e-09,0.0
2025-08-01T16:06:23.814522+00:00,0.0,-4.2980537007371085e-09,0.0
2025-08-01T16:06:26.987129+00:00,0.0,-4.2980537007371085e-09,0.0
2025-08-01T16:06:30.075557+00:00,0.0,-4.2980537007371085e-09,0.0
2025-08-01T16:06:33.285858+00:00,0.0,-4.2980537007371085e-09,0.0
2025-08-01T16:06:36.327935+00:00,0.0,-4.2980537007371085e-09,0.0
2025-08-01T16:06:39.525534+00:00,0.0,-4.2980537007371085e-09,0.0
2025-08-01T16:06:42.695227+00:00,0.0,-4.2980537007371085e-09,0.0
2025-08-01T16:06:45.894129+00:00,0.0,-4.2980537007371085e-09,0.0
2025-08-01T16:06:48.950236+00:00,0.0,-4.2980537007371085e-09,0.0
2025-08-01T16:06:52.140198+00:00,0.0,-4.2980537007371085e-09,0.0
2025-08-01T16:06:55.235028+00:00,0.0,-4.2980537007371085e-09,0.0
2025-08-01T16:06:58.290283+00:00,0.0,-4.2980537007371085e-09,0.0
2025-08-01T16:07:01.500470+00:00,0.0,-4.2980537007371085e-09,0.0
2025-08-01T16:07:04.676755+00:00,0.0,-4.2980537007371085e-09,0.0
2025-08-01T16:07:07.764892+00:00,0.0,-4.2980537007371085e-09,0.0
2025-08-01T16:07:10.977317+00:00,0.0,-4.2980537007371085e-09,0.0
2025-08-01T16:07:14.158940+00:00,0.0,-4.2980537007371085e-09,0.0
2025-08-01T16:07:17.305639+00:00,0.0,-4.2980537007371085e-09,0.0
2025-08-01T16:07:20.381122+00:00,0.0,-4.2980537007371085e-09,0.0
2025-08-01T16:07:23.548227+00:00,0.0,-4.2980537007371085e-09,0.0
2025-08-01T16:07:26.620396+00:00,0.0,-4.2980537007371085e-09,0.0
2025-08-01T16:07:29.865140+00:00,0.0,-4.2980537007371085e-09,0.0
2025-08-01T16:07:32.904537+00:00,0.0,-4.2980537007371085e-09,0.0
2025-08-01T16:07:36.285122+00:00,0.0,-4.2980537007371085e-09,0.0
2025-08-01T16:07:39.259551+00:00,0.0,-4.2980537007371085e-09,0.0
2025-08-01T16:07:42.465104+00:00,0.0,-4.2980537007371085e-09,0.0
2025-08-01T16:07:45.609625+00:00,0.0,-4.2980537007371085e-09,0.0
2025-08-01T16:07:48.733251+00:00,0.0,-4.2980537007371085e-09,0.0
2025-08-01T16:07:51.887696+00:00,0.0,-4.2980537007371085e-09,0.0
2025-08-01T16:07:55.084385+00:00,0.0,-4.2980537007371085e-09,0.0
2025-08-01T16:07:58.447708+00:00,0.0,-4.2980537007371085e-09,0.0
2025-08-01T16:08:01.424871+00:00,0.0,-4.2980537007371085e-09,0.0
2025-08-01T16:08:04.536603+00:00,0.0,-4.2980537007371085e-09,0.0
2025-08-01T16:08:07.626768+00:00,0.0,-4.2980537007371085e-09,0.0
2025-08-01T16:08:10.815139+00:00,0.0,-4.2980537007371085e-09,0.0
2025-08-01T16:08:13.986569+00:00,0.0,-4.2980537007371085e-09,0.0
2025-08-01T16:08:17.169451+00:00,0.0,-4.2980537007371085e-09,0.0
2025-08-01T16:08:20.245761+00:00,0.0,-4.2980537007371085e-09,0.0
2025-08-01T16:08:23.591934+00:00,0.0,-4.2980537007371085e-09,0.0
2025-08-01T16:08:26.579133+00:00,0.0,-4.2980537007371085e-09,0.0
2025-08-01T16:08:29.804880+00:00,0.0,-4.2980537007371085e-09,0.0
2025-08-01T16:08:32.885983+00:00,0.0,-4.2980537007371085e-09,0.0
2025-08-01T16:08:36.055874+00:00,0.0,-4.2980537007371085e-09,0.0
2025-08-01T16:08:39.219964+00:00,0.0,-4.2980537007371085e-09,0.0
2025-08-01T16:08:42.308194+00:00,0.0,-4.2980537007371085e-09,0.0
2025-08-01T16:08:45.621747+00:00,0.0,-4.2980537007371085e-09,0.0
2025-08-01T16:08:48.647006+00:00,0.0,-4.2980537007371085e-09,0.0
2025-08-01T16:08:51.764146+00:00,0.0,-4.2980537007371085e-09,0.0
2025-08-01T16:08:54.914539+00:00,0.0,-4.2980537007371085e-09,0.0
2025-08-01T16:08:58.009120+00:00,0.0,-4.2980537007371085e-09,0.0
2025-08-01T16:09:01.199536+00:00,0.0,-4.2980537007371085e-09,0.0
2025-08-01T16:09:04.384101+00:00,0.0,-4.2980537007371085e-09,0.0
2025-08-01T16:09:07.464992+00:00,0.0,-4.2980537007371085e-09,0.0
2025-08-01T16:09:10.645826+00:00,0.0,-4.2980537007371085e-09,0.0
2025-08-01T16:09:13.756917+00:00,0.0,-4.2980537007371085e-09,0.0
2025-08-01T16:09:16.789530+00:00,0.0,-4.2980537007371085e-09,0.0
2025-08-01T16:09:20.024138+00:00,0.0,-4.2980537007371085e-09,0.0
2025-08-01T16:09:23.029471+00:00,0.0,-4.2980537007371085e-09,0.0
2025-08-01T16:09:26.346033+00:00,0.0,-4.2980537007371085e-09,0.0
2025-08-01T16:09:29.447676+00:00,0.0,-4.2980537007371085e-09,0.0
2025-08-01T16:09:32.504453+00:00,0.0,-4.2980537007371085e-09,0.0
2025-08-01T16:09:35.664428+00:00,0.0,-4.2980537007371085e-09,0.0
2025-08-01T16:09:38.787688+00:00,0.0,-4.2980537007371085e-09,0.0
2025-08-01T16:09:41.985071+00:00,0.0,-4.2980537007371085e-09,0.0
2025-08-01T16:09:45.123135+00:00,0.0,-4.2980537007371085e-09,0.0
2025-08-01T16:09:48.344640+00:00,0.0,-4.2980537007371085e-09,0.0
2025-08-01T16:09:51.505076+00:00,0.0,-4.2980537007371085e-09,0.0
2025-08-01T16:09:54.713752+00:00,0.0,-4.2980537007371085e-09,0.0
